,City,Latitude,Longitude,Max Temperature,Humidity,Clouds,Wind,Country,Date
365,honavar,14.2833,74.45,77.54,86,100,5.46,IN,1624746264
366,sao gabriel da cachoeira,-0.1303,-67.0892,78.46,86,95,1.41,BR,1624746264
367,jalu,29.0331,21.5482,89.71,24,0,9.57,LY,1624746265
368,glushkovo,51.3392,34.6328,68.49,89,5,5.86,RU,1624746265
369,general pico,-35.6566,-63.7568,43.03,49,9,8.39,AR,1624746161
370,dhing,26.4667,92.4667,77.86,93,100,6.13,IN,1624746265
371,hofn,64.2539,-15.2082,52.21,63,52,6.62,IS,1624746266
372,vredendal,-31.6683,18.5012,51.4,80,38,2.68,ZA,1624746266
373,miandrivazo,-19.5167,45.4667,64.4,51,8,1.16,MG,1624746267
374,pangnirtung,66.1451,-65.7125,41.11,96,100,4.12,CA,1624746267
375,dubai,25.2582,55.3047,96.22,31,0,2.3,AE,1624746121
376,katherine,-14.4667,132.2667,55.72,82,98,4.61,AU,1624746267
377,jayanca,-6.3908,-79.8219,71.2,60,44,12.03,PE,1624746268
378,bonfim,3.0833,-59.95,78.82,81,50,6.17,BR,1624746268
379,tottori,35.5,134.2333,71.67,78,75,5.75,JP,1624746269
380,toba,34.4833,136.85,78.3,95,100,5.86,JP,1624746134
381,port hueneme,34.1478,-119.1951,104.88,60,1,14.97,US,1624745985
382,vila franca do campo,37.7167,-25.4333,66.61,91,76,7.85,PT,1624746269
383,la sarre,48.8002,-79.1996,72.45,85,100,5.03,CA,1624746270
384,palmerston,-12.486,130.9833,69.78,60,0,11.5,AU,1624746270
385,kolokani,13.5728,-8.0339,90.05,34,2,5.26,ML,1624746242
386,gualaquiza,-3.4,-78.55,70.75,82,44,1.14,EC,1624746271
387,krasnoselkup,65.7,82.4667,44.35,65,12,16.84,RU,1624746271
388,severo-kurilsk,50.6789,156.125,46.26,87,80,15.64,RU,1624746271
389,coahuayana,18.7333,-103.6833,83.68,91,100,3.58,MX,1624746272
390,san policarpo,12.1791,125.5072,81.73,77,100,4.12,PH,1624746272
391,henties bay,-22.116,14.2845,58.78,77,3,2.95,NA,1624746273
392,darlawn,24.0167,92.9,67.42,99,96,2.04,IN,1624746273
393,tombouctou,20.0,-3.0,95.59,12,66,3.78,ML,1624746273
394,san vicente,-26.6167,-54.1333,67.51,71,95,5.5,AR,1624746274
395,varna,43.2167,27.9167,74.44,87,0,11.5,BG,1624746274
396,asfi,32.2994,-9.2372,68.31,86,0,14.05,MA,1624746275
397,biak,-0.9131,122.8766,74.89,85,85,5.12,ID,1624746275
398,craig,40.5153,-107.5464,69.17,45,90,17.27,US,1624746275
399,ahuimanu,21.4447,-157.8378,83.91,57,20,8.05,US,1624746276
400,moron,-34.6534,-58.6198,47.95,92,100,7.0,AR,1624746276
401,la palma,33.8464,-118.0467,107.04,58,1,7.0,US,1624746276
402,nador,35.174,-2.9287,70.05,83,0,3.44,MA,1624746277
403,tamworth,52.634,-1.6959,59.68,85,76,1.99,GB,1624746277
404,eureka,40.8021,-124.1637,71.2,72,58,8.01,US,1624746278
405,bekhtery,46.251,32.2927,72.0,91,65,6.67,UA,1624746278
406,moerai,-22.4333,-151.3333,76.77,81,100,6.64,PF,1624746278
407,freeport,40.6576,-73.5832,84.24,81,20,10.0,US,1624746262
408,jiblah,13.9216,44.1467,70.81,53,60,2.62,YE,1624746279
409,kupang,-10.1667,123.5833,79.38,83,40,12.66,ID,1624746279
410,chimbote,-9.0853,-78.5783,66.36,75,15,10.36,PE,1624746280
411,ladario,-19.0047,-57.6017,80.49,41,47,2.57,BR,1624746280
412,sabinas,27.85,-101.1167,101.34,21,14,19.84,MX,1624746280
413,peniche,39.3558,-9.3811,64.29,81,53,14.2,PT,1624746187
414,angoram,-4.0625,144.0661,74.8,98,66,2.42,PG,1624746281
415,prainha,-1.8,-53.48,78.53,76,37,3.94,BR,1624746281
416,el jicaro,14.9167,-89.9,89.13,68,100,3.58,GT,1624746282
417,demirci,39.0461,28.6589,67.64,57,0,6.78,TR,1624746282
418,vestmanna,62.1564,-7.1664,45.52,100,90,11.5,FO,1624746282
419,muhos,64.808,25.9931,56.98,81,45,1.07,FI,1624746283
420,tabou,4.423,-7.3528,77.18,88,80,5.93,CI,1624746283
421,road town,18.4167,-64.6167,82.49,89,40,10.36,VG,1624746101
422,norman wells,65.282,-126.8329,82.44,30,40,5.75,CA,1624746284
423,yerbogachen,61.2767,108.0108,56.73,86,77,5.7,RU,1624746284
424,tautira,-17.7333,-149.15,84.22,77,2,4.99,PF,1624746285
425,guerrero negro,27.9769,-114.0611,73.42,64,10,18.07,MX,1624746081
426,mersin,36.862,34.6509,78.15,63,0,2.21,TR,1624746285
427,khandbari,27.3747,87.2039,71.78,95,90,1.03,NP,1624746286
428,praia,14.9215,-23.5087,79.34,73,40,8.05,CV,1624746286
429,krasnovishersk,60.4078,57.082,57.4,95,60,0.49,RU,1624746286
430,lasa,46.6166,10.7002,63.48,91,74,0.92,IT,1624746287
431,sao joao da barra,-21.6403,-41.0511,71.08,74,10,12.12,BR,1624746287
432,tuatapere,-46.1333,167.6833,45.82,92,100,3.78,NZ,1624746287
433,hami,42.8,93.45,78.15,22,92,6.08,CN,1624746288
434,honningsvag,70.9821,25.9704,45.32,91,100,3.44,NO,1624746288
435,provideniya,64.3833,-173.3,47.14,83,100,9.31,RU,1624746288
436,tecoanapa,16.5167,-98.75,75.36,89,100,7.83,MX,1624746289
437,mnogovershinnyy,53.9353,139.9242,59.2,63,7,1.41,RU,1624746289
438,canico,32.6333,-16.85,70.0,80,40,6.91,PT,1624746290
439,fushun,41.8558,123.9233,67.71,98,100,6.33,CN,1624746290
440,ambilobe,-13.2,49.05,67.96,80,42,3.04,MG,1624746291
441,havelock,34.8791,-76.9013,84.15,80,73,1.99,US,1624746019
442,sri aman,1.2376,111.4621,73.45,100,96,4.61,MY,1624746291
443,sao filipe,14.8961,-24.4956,76.51,83,47,4.88,CV,1624746292
444,tarbagatay,51.4803,107.3602,54.93,83,100,3.69,RU,1624746292
445,shelburne,44.0787,-80.2041,76.89,93,100,17.94,CA,1624746292
446,makat,47.6469,53.3463,86.67,31,9,7.74,KZ,1624746293
447,yeniseysk,58.4497,92.1703,46.8,99,98,4.5,RU,1624746293
448,huarmey,-10.0681,-78.1522,67.19,74,2,10.42,PE,1624746293
449,berbera,10.4396,45.0143,89.37,46,90,12.28,SO,1624746294
450,ust-kuyga,70.0167,135.6,60.13,57,97,2.62,RU,1624746294
451,savonlinna,61.8699,28.88,62.04,100,0,2.3,FI,1624746294
452,pandan,14.0453,124.1694,79.05,86,72,4.14,PH,1624746295
453,nelson,-41.2833,173.2833,58.28,95,100,1.99,NZ,1624746295
454,cabuyaro,4.2817,-72.794,82.42,78,48,0.83,CO,1624746296
455,lodwar,3.1191,35.5973,82.24,44,69,11.95,KE,1624746296
456,guozhen,34.3659,107.359,71.46,78,60,3.22,CN,1624746296
457,areosa,41.7178,-8.8571,64.69,95,89,11.36,PT,1624746297
458,impfondo,1.6381,18.0667,76.53,66,65,3.04,CG,1624746297
459,atbasar,51.8,68.3333,62.35,47,99,10.4,KZ,1624746298
460,inhambane,-23.865,35.3833,66.88,68,0,4.59,MZ,1624746298
461,touho,-20.7833,165.2333,74.01,73,93,15.08,NC,1624746298
462,santa maria,-29.6842,-53.8069,58.3,100,75,4.61,BR,1624746299
463,vung tau,10.346,107.0843,81.05,82,9,8.39,VN,1624746299
464,buluang,13.3068,123.3425,77.31,88,77,2.82,PH,1624746300
465,qaqortoq,60.7167,-46.0333,61.3,89,93,0.96,GL,1624746300
466,bay roberts,47.5999,-53.2648,67.51,61,100,10.85,CA,1624746301
467,majene,-3.5403,118.9707,75.83,88,100,4.07,ID,1624746301
468,aljezur,37.3191,-8.8033,61.21,94,10,9.26,PT,1624746301
469,vestmannaeyjar,63.4427,-20.2734,49.08,88,46,7.25,IS,1624746302
470,doha,25.2867,51.5333,91.71,62,0,3.44,QA,1624746303
471,cimarron hills,38.8586,-104.6989,67.95,56,75,16.11,US,1624746021
472,lunenburg,44.3835,-64.3155,78.42,93,100,8.05,CA,1624746075
473,churapcha,62.0025,132.4325,71.58,48,93,4.72,RU,1624746304
474,sept-iles,50.2001,-66.3821,63.12,86,90,4.61,CA,1624746302
475,ewa beach,21.3156,-158.0072,84.15,57,75,13.0,US,1624746304
476,bonavista,48.6499,-53.1147,68.0,78,99,14.56,CA,1624746305
477,kamenka,51.3223,42.7678,67.6,78,64,8.03,RU,1624746305
478,ust-maya,60.4167,134.5333,68.25,55,100,2.8,RU,1624746305
479,brownwood,31.7093,-98.9912,96.12,34,33,20.0,US,1624746306
480,longyearbyen,78.2186,15.6401,40.84,81,0,9.22,SJ,1624746306
481,tezu,27.9167,96.1667,76.37,99,100,1.81,IN,1624746307
482,mbanza-ngungu,-5.25,14.8667,69.48,83,13,7.49,CD,1624746307
483,adelaide,-34.9333,138.6,55.85,92,90,1.99,AU,1624746087
484,plouzane,48.3833,-4.6167,55.49,94,75,8.05,FR,1624746308
485,pocatello,42.8713,-112.4455,84.11,24,20,4.0,US,1624746308
486,russell,32.3502,-85.1999,87.51,58,1,5.75,US,1624746308
487,kurchum,48.5722,83.6542,52.93,70,85,7.0,KZ,1624746309
488,luba,3.4568,8.5547,80.49,86,100,5.14,GQ,1624746309
489,celestun,20.8667,-90.4,82.6,70,97,6.49,MX,1624746310
490,binzhou,37.3667,118.0167,78.4,65,70,1.52,CN,1624746310
491,santander,43.4647,-3.8044,63.46,89,100,4.0,ES,1624746311
492,barcelos,41.5388,-8.6151,64.29,95,80,5.97,PT,1624746311
493,amahai,-3.3333,128.9167,77.25,87,53,4.29,ID,1624746311
494,knyaze-volkonskoye,48.4642,135.4567,68.34,90,56,4.72,RU,1624746312
495,baykit,61.67,96.37,48.0,95,100,4.94,RU,1624746312
496,formosa do rio preto,-11.0483,-45.1931,73.15,36,0,4.74,BR,1624746313
497,alzamay,55.5562,98.6644,50.77,86,32,1.9,RU,1624746313
498,soyo,-6.1349,12.3689,73.31,94,61,2.8,AO,1624746313
499,najran,17.4924,44.1277,83.05,13,100,3.62,SA,1624746140
500,umm lajj,25.0213,37.2685,86.14,43,0,11.54,SA,1624746314
501,kouango,4.9934,19.9619,72.45,83,82,3.18,CF,1624746314
502,whyalla,-33.0333,137.5833,49.89,87,90,8.05,AU,1624746315
503,taoudenni,22.6783,-3.9836,103.87,8,2,7.83,ML,1624746315
504,herouville-saint-clair,49.2109,-0.3065,63.36,94,75,9.22,FR,1624746215
505,huaicheng,23.9051,112.1931,75.51,98,100,0.67,CN,1624746316
506,bac lieu,9.285,105.7244,80.38,81,7,5.61,VN,1624746316
507,winslow,35.0242,-110.6974,87.98,21,20,1.99,US,1624746317
508,ballina,-28.8667,153.5667,53.56,76,36,6.91,AU,1624746317
509,vaitape,-16.5167,-151.75,79.74,78,4,6.64,PF,1624746318
510,vila velha,-20.3297,-40.2925,69.75,83,40,2.3,BR,1624746247
511,yorkton,51.2167,-102.4677,76.84,44,75,6.91,CA,1624746318
512,plettenberg bay,-34.0527,23.3716,53.71,82,98,5.48,ZA,1624746319
513,viransehir,37.2353,39.7631,81.95,28,0,4.23,TR,1624746319
514,ivanava,52.1451,25.5365,62.01,97,91,8.48,BY,1624746319
515,morondava,-20.2833,44.2833,64.99,67,0,7.49,MG,1624746316
516,dunedin,-45.8742,170.5036,50.81,93,99,4.18,NZ,1624746185
517,horadiz,39.4488,47.3353,70.57,40,87,2.51,AZ,1624746320
518,itarema,-2.9248,-39.9167,77.07,78,2,8.48,BR,1624746321
519,kungurtug,50.5994,97.5228,49.93,75,100,0.92,RU,1624746321
520,langfang,39.5097,116.6947,74.14,86,2,5.99,CN,1624746322
521,flinders,-34.5833,150.8552,54.37,68,0,3.0,AU,1624746322
522,santa rosalia,27.3167,-112.2833,88.09,49,5,5.32,MX,1624746322
523,nouadhibou,20.931,-17.0347,69.62,74,3,23.58,MR,1624746323
524,loudi,27.7344,111.9944,77.61,90,90,2.66,CN,1624746323
525,narsaq,60.9167,-46.05,61.02,88,95,1.36,GL,1624746324
526,zaraza,9.3503,-65.3245,83.35,67,65,4.68,VE,1624746324
527,conde,-7.2597,-34.9075,74.66,78,0,11.5,BR,1624746274
528,shar,49.5886,81.0453,50.68,82,7,1.74,KZ,1624746325
529,kasaragod,12.5,75.0,74.46,85,100,3.38,IN,1624746325
530,urambo,-5.0667,32.05,64.58,44,40,4.74,TZ,1624746326
531,talcahuano,-36.7167,-73.1167,49.68,62,40,6.91,CL,1624746326
532,ulaangom,49.9811,92.0667,55.56,53,100,6.13,MN,1624746326
533,gizo,-8.103,156.8419,81.84,77,75,4.18,SB,1624746327
534,khanpur,28.6453,70.6567,92.86,34,0,2.91,PK,1624746327
535,saint-joseph,-21.3667,55.6167,70.16,78,8,4.5,RE,1624746328
536,isangel,-19.55,169.2667,78.91,73,75,3.44,VU,1624746328
537,sayat,38.7839,63.8803,78.67,20,0,11.74,TM,1624746328
538,vilhena,-12.7406,-60.1458,80.82,57,0,5.75,BR,1624746329
539,sur,22.5667,59.5289,84.67,57,0,17.29,OM,1624746329
540,valparaiso,-33.0393,-71.6273,53.24,68,0,6.91,CL,1624746300
541,hella,67.2,14.4333,51.06,87,75,2.3,NO,1624746329
542,tinskoy,56.1525,96.9161,48.83,93,5,4.0,RU,1624746330
543,takab,36.4009,47.1133,68.68,27,38,6.98,IR,1624746330
544,berlevag,70.8578,29.0864,46.2,91,100,2.37,NO,1624746331
545,kyabe,9.4515,18.9449,76.69,78,100,3.91,TD,1624746331
546,waitakere,-36.9175,174.6577,61.79,96,75,1.99,NZ,1624746331
547,acarau,-2.8856,-40.12,77.43,78,2,8.63,BR,1624746332
548,galle,6.0367,80.217,78.66,85,100,14.2,LK,1624746332
549,thinadhoo,0.5333,72.9333,82.18,73,98,10.02,MV,1624746333
550,bontang,0.1333,117.5,75.56,89,100,4.61,ID,1624746333
551,atessa,42.0693,14.4511,72.52,60,2,3.0,IT,1624746333
552,torit,4.4133,32.5678,78.62,55,96,4.07,SS,1624746334
553,auki,-8.7676,160.7034,80.31,81,100,4.38,SB,1624746334
554,bossangoa,6.4926,17.4552,73.0,86,75,1.9,CF,1624746334
555,paamiut,61.994,-49.6678,43.03,98,98,10.25,GL,1624746335
556,viedma,-40.8135,-62.9967,46.35,73,83,19.84,AR,1624746335
557,sioux lookout,50.1001,-91.917,77.07,50,75,5.75,CA,1624746336
558,lensk,60.7253,114.9278,68.88,59,95,1.81,RU,1624746336
559,gore,-46.1028,168.9436,45.23,91,100,2.64,NZ,1624746336
